#{"t_start": 1582834890.839442, "env_id": "nailbot-v0"}
r,l,t
25.619883,11,440.979133
35.313101,11,442.266842
35.434453,11,443.579698
18.025021,11,444.865005
126.979939,11,446.134191
11.963047,11,447.372748
17.332678,11,448.771167
18.824309,11,449.905056
12.845575,11,451.054042
45.470775,11,452.360254
24.186926,11,453.615549
23.404294,11,454.778512
35.280242,11,456.085616
14.218571,11,457.137434
36.127256,11,458.399753
21.670242,11,459.531152
17.939145,11,460.77499
29.711627,11,461.890287
11.940922,11,463.103487
19.622629,11,464.225492
20.520252,11,465.378299
19.973467,11,466.549762
17.200856,11,467.7254
14.742087,11,468.928534
18.367042,11,470.113828
30.234897,11,471.387388
14.856525,11,472.460722
21.008664,11,473.640194
39.191566,11,474.823257
36.38561,11,476.082173
20.713177,11,477.383857
30.79627,11,478.674085
22.745329,11,479.936651
11.29361,11,481.175928
28.46424,11,482.465895
20.410376,11,483.704505
17.140345,11,484.90676
26.649254,11,486.171135
20.938902,11,487.385822
20.670246,11,488.596554
13.081609,11,489.735799
17.327199,11,490.82892
39.157419,11,492.075153
16.068142,11,492.972597
17.859301,11,494.05868
27.610655,11,495.215274
28.775793,11,496.24842
11.864814,11,497.492335
37.140689,11,498.805013
19.666016,11,500.1091
37.438922,11,501.389823
11.871775,11,502.641707
35.996422,11,504.012871
21.217332,11,505.291721
43.937467,11,506.665194
10.813756,11,507.90665
13.759904,11,509.153491
35.387403,11,510.468278
34.939138,11,511.806479
35.098452,11,512.866824
35.095677,11,514.038959
13.941887,11,515.262721
29.560491,11,516.550179
33.188394,11,517.88407
24.557907,11,519.137948
29.073038,11,520.444695
20.506186,11,521.623358
43.643894,11,522.850209
22.154876,11,523.95726
29.344377,11,525.26619
112.580977,11,526.485494
29.245393,11,527.602242
19.866048,11,528.739009
22.246561,11,529.84409
22.304571,11,531.031926
21.356,11,532.166974
17.52052,11,533.359524
37.93581,11,534.354144
20.581105,11,535.405205
10.340367,11,536.522439
32.68543,11,537.682099
31.582851,11,538.931171
19.821724,11,540.08426
20.901113,11,541.155548
13.449476,11,542.326905
24.293756,11,543.490487
16.388371,11,544.584048
34.02143,11,545.796638
27.277671,11,547.093348
23.501783,11,548.288265
31.857912,11,549.320722
33.457888,11,550.516369
22.165256,11,551.650407
25.28215,11,552.866015
46.329619,11,554.191914
20.082213,11,555.274562
29.965399,11,556.366814
28.311063,11,557.631658
11.517505,11,558.761409
23.868093,11,560.136306
17.891506,11,561.341111
16.654254,11,562.518144
28.976606,11,563.781575
17.73036,11,564.973486
25.734861,11,566.13493
40.974005,11,567.47576
25.947187,11,568.705636
14.057929,11,569.947501
30.845601,11,571.214271
17.656262,11,572.258121
31.026399,11,573.287672
51.057359,11,574.530284
20.994946,11,575.547436
30.505055,11,576.749753
18.095235,11,577.841682
132.733951,11,578.985408
16.333654,11,580.264095
16.451248,11,581.379158
13.121065,11,582.546602
24.30289,11,583.680612
15.283283,11,584.790618
27.877479,11,585.952776
22.78737,11,587.13346
28.469825,11,588.199937
24.529337,11,589.483776
28.104395,11,590.7876
29.258886,11,591.896874
17.738404,11,592.82234
24.982903,11,593.873818
22.386266,11,595.042831
32.943615,11,596.128611
26.590051,11,597.265624
16.869258,11,598.384848
30.006715,11,599.485375
37.972643,11,600.717345
41.893891,11,602.001436
33.030668,11,603.290756
44.248644,11,604.711469
20.143746,11,605.973297
15.394562,11,607.210648
13.380109,11,608.473561
21.54548,11,609.774747
26.105966,11,611.046518
26.96724,11,612.144965
21.765573,11,613.394727
33.469878,11,614.696167
24.859769,11,616.081314
12.411906,11,617.245509
20.638529,11,618.461384
32.311719,11,619.736028
18.338722,11,620.994547
34.015811,11,622.288867
36.264899,11,623.625798
36.154127,11,624.935263
28.435418,11,626.194165
20.591909,11,627.415392
38.754038,11,628.780327
42.139302,11,630.083654
22.407414,11,631.164113
19.862904,11,632.360534
21.961745,11,633.591526
11.805619,11,634.58837
31.046611,11,635.753823
18.948591,11,636.817768
48.998089,11,638.080563
29.064311,11,639.430372
24.377071,11,640.736554
34.269991,11,642.13271
32.992763,11,643.462765
38.070951,11,644.894879
36.792309,11,646.226836
38.998495,11,647.611813
25.890324,11,648.811426
11.992756,11,650.000864
36.866925,11,651.259677
33.461529,11,652.318445
41.008932,11,653.426394
15.840977,11,654.489442
37.889118,11,655.572672
38.027377,11,656.796137
37.482602,11,657.99404
128.182289,11,659.174464
18.262415,11,660.37394
22.790291,11,661.553738
23.047581,11,662.859872
20.628418,11,664.061852
36.942025,11,665.316348
31.796673,11,666.605643
29.40082,11,667.789014
14.341429,11,668.996271
24.385129,11,670.273668
15.402647,11,671.458839
40.362124,11,672.882017
19.46533,11,674.076958
34.101671,11,675.370195
24.781722,11,676.524635
14.417372,11,677.725866
117.723228,11,678.986098
16.398874,11,680.22603
39.276907,11,681.555656
29.224967,11,682.861201
13.447313,11,684.109431
126.090932,11,685.442117
17.944628,11,686.667379
15.890195,11,687.932798
35.948621,11,689.204166
12.953494,11,690.409368
36.630863,11,691.754598
12.306621,11,693.022282
24.101442,11,694.26376
34.048293,11,695.312274
26.270121,11,696.465041
32.074482,11,697.49657
15.167649,11,698.741173
17.820528,11,699.964415
38.470448,11,701.460546
22.503061,11,702.679712
42.462341,11,703.921609
35.949402,11,705.264247
11.468447,11,706.4789
33.759804,11,707.822986
37.066967,11,708.986378
36.668089,11,710.231615
25.600259,11,711.428925
12.401118,11,712.41534
16.984401,11,713.525255
30.18499,11,714.684267
35.297625,11,715.786082
27.964477,11,716.899869
30.407654,11,718.190971
23.218114,11,719.372532
21.695937,11,720.665685
20.110033,11,721.940093
31.543589,11,723.194987
114.673614,11,724.449002
23.956093,11,725.72315
19.165138,11,726.989133
23.215059,11,728.249787
22.4027,11,729.561038
34.708716,11,731.008359
34.000267,11,732.273169
34.025766,11,733.439483
20.333773,11,734.517745
14.909878,11,735.556244
36.509443,11,736.654515
29.801459,11,737.820877
18.185174,11,739.071887
28.199926,11,740.364625
25.988913,11,741.643631
24.242856,11,742.948671
15.882416,11,744.195515
12.580053,11,745.458519
31.61016,11,746.77265
19.275414,11,748.014016
24.031281,11,749.275255
20.192674,11,750.536654
34.196874,11,751.820572
33.088408,11,753.096409
30.428944,11,754.306624
52.654948,11,755.547803
32.440463,11,756.621729
28.463265,11,758.070147
33.155131,11,759.38637
21.547418,11,760.635681
29.948723,11,761.917706
19.414265,11,763.171198
23.47702,11,764.462979
17.472793,11,765.747194
32.619768,11,767.059124
23.802055,11,768.336549
13.021965,11,769.585924
14.835091,11,770.839571
36.202712,11,772.029648
23.661942,11,773.33656
26.074422,11,774.590731
40.464336,11,775.75035
33.115088,11,776.982893
25.68413,11,777.956804
35.607349,11,779.209652
39.598319,11,780.481741
39.016793,11,781.837154
28.502069,11,783.114092
21.783294,11,784.387456
45.901492,11,785.73359
34.692278,11,786.925409
28.134223,11,788.334373
53.871677,11,789.621008
23.54981,11,790.864631
127.430773,11,792.085078
13.479818,11,793.267875
32.790252,11,794.539112
32.999398,11,795.641712
13.513365,11,796.726558
29.141781,11,797.744388
25.199463,11,798.987362
39.212247,11,800.247638
29.082475,11,801.485493
19.472416,11,802.760614
22.961282,11,803.966484
35.037509,11,805.113262
47.788903,11,806.428849
30.333019,11,807.712318
117.999396,11,808.917238
32.007936,11,810.056969
19.760476,11,811.142827
41.212957,11,812.203594
33.031159,11,813.424594
33.337343,11,814.360979
15.978901,11,815.49134
10.952449,11,816.534081
35.308927,11,817.694431
42.929838,11,819.030582
28.810908,11,820.307002
23.967791,11,821.542038
12.067563,11,822.766727
43.624995,11,824.054047
20.313612,11,825.384432
22.893229,11,826.672038
26.714644,11,827.94533
138.98305,11,829.268275
21.296172,11,830.513588
40.134999,11,831.613514
26.198557,11,832.907877
19.297049,11,834.027094
37.298753,11,835.353514
22.723352,11,836.634962
32.468754,11,837.815323
19.567282,11,839.095258
23.838643,11,840.381049
32.417668,11,841.708042
20.223315,11,842.95539
10.793363,11,844.164804
24.801714,11,845.55089
32.157233,11,846.726932
33.747179,11,848.068721
22.027382,11,849.190965
12.665523,11,850.407631
32.368716,11,851.580276
28.108934,11,852.767981
27.2093,11,853.9231
136.458394,11,855.130886
137.067372,11,856.301617
20.037282,11,857.280829
124.9707,11,858.413342
28.581291,11,859.674913
18.00768,11,860.92506
17.901991,11,862.125324
19.137131,11,863.261092
49.263823,11,864.565096
27.794143,11,865.771752
13.026492,11,866.934073
10.774021,11,868.122157
25.271219,11,869.305259
13.159765,11,870.506235
30.690846,11,871.735032
37.888824,11,873.024975
13.35242,11,874.221594
35.689526,11,875.445062
23.216327,11,876.614095
25.156186,11,877.681088
34.376754,11,878.998192
26.578528,11,880.319934
23.142175,11,881.526314
11.322141,11,882.772556
19.587421,11,883.981456
21.965266,11,885.261427
18.060051,11,886.49536
32.467442,11,887.821928
27.053759,11,889.075049
26.535813,11,890.41389
136.983619,11,891.697148
28.560985,11,892.976901
16.792448,11,894.226703
25.620907,11,895.382947
11.127037,11,896.46171
33.43538,11,897.558887
14.291411,11,898.66233
19.126408,11,899.935551
25.895426,11,901.352927
18.318025,11,902.561138
13.137817,11,903.793994
38.386485,11,905.134468
37.508242,11,906.340854
30.464066,11,907.637729
12.376392,11,908.773998
28.211193,11,910.058012
23.46829,11,911.298425
19.582886,11,912.527486
21.98676,11,913.761775
21.206343,11,915.029847
24.429046,11,916.230682
36.803535,11,917.455659
30.723496,11,918.624275
35.350415,11,919.857073
123.300224,11,921.135748
37.007739,11,922.37481
11.160264,11,923.525615
35.429616,11,924.736458
22.186846,11,925.94013
18.88527,11,927.171041
21.345441,11,928.369669
35.560502,11,929.551448
16.615955,11,930.813748
16.043251,11,931.976078
37.021256,11,933.253783
14.881587,11,934.490414
34.905746,11,935.659403
28.918466,11,936.718334
22.584781,11,937.693666
36.52962,11,939.042149
36.541641,11,940.348586
36.892551,11,941.609408
36.768081,11,942.853045
19.771129,11,944.006
12.705711,11,945.231282
13.76687,11,946.388508
48.119571,11,947.681976
34.674178,11,948.848099
34.537349,11,950.095996
32.265203,11,951.379255
21.003058,11,952.620143
13.741044,11,953.816588
28.23953,11,954.918837
33.346126,11,956.048941
35.26132,11,957.162163
36.294719,11,958.417255
38.003464,11,959.649741
61.830409,11,960.891829
14.45034,11,962.064622
27.882393,11,963.326692
37.058622,11,964.666297
15.04155,11,965.9164
33.984986,11,967.150314
15.551123,11,968.32063
31.581098,11,969.507544
22.886141,11,970.722295
37.927055,11,972.04325
37.507657,11,973.213226
32.5679,11,974.312761
29.542382,11,975.362633
11.512996,11,976.432876
32.247976,11,977.567204
30.87461,11,978.669708
23.088084,11,979.955767
13.161391,11,981.199916
36.089427,11,982.432253
29.907847,11,983.77499
33.251923,11,985.015537
37.143501,11,986.422814
15.881824,11,987.646739
29.851251,11,988.902814
35.940948,11,990.176185
11.365956,11,991.414129
36.446642,11,992.584798
11.293743,11,993.802653
26.317574,11,995.071128
132.532531,11,996.356912
18.846036,11,997.656589
133.0599,11,998.926998
31.033444,11,1000.232862
26.842887,11,1001.495944
20.799564,11,1002.610445
67.382192,11,1003.810741
30.346111,11,1005.072815
32.062458,11,1006.369981
16.507385,11,1007.552349
336.780523,11,1008.791555
31.409,11,1009.94306
21.76691,11,1011.138501
27.416299,11,1012.405377
31.870109,11,1013.683935
40.656346,11,1015.039476
12.220264,11,1016.064099
17.220063,11,1017.213729
15.272949,11,1018.301382
37.565482,11,1019.490112
28.988245,11,1020.806783
22.891729,11,1021.900195
33.714412,11,1023.21764
13.444312,11,1024.442139
35.915912,11,1025.647279
45.023586,11,1026.946862
18.184507,11,1028.043142
21.96393,11,1029.329328
11.48149,11,1030.459387
15.068429,11,1031.688866
32.969982,11,1032.874571
35.209108,11,1034.115526
11.575969,11,1035.313998
37.705665,11,1036.556931
23.771218,11,1037.487211
11.025266,11,1038.664494
16.066173,11,1039.837189
11.129492,11,1041.047879
36.27228,11,1042.406209
25.279599,11,1043.91784
15.906102,11,1045.154009
35.571018,11,1046.482127
13.961565,11,1047.744973
29.073088,11,1049.06009
35.581152,11,1050.373404
14.22735,11,1051.477336
14.270285,11,1052.651643
17.171583,11,1053.873563
12.514377,11,1055.062989
18.846955,11,1056.304318
23.10472,11,1057.500779
28.459991,11,1058.6052
23.519947,11,1059.870094
45.463468,11,1061.128997
32.352338,11,1062.391088
16.896629,11,1063.652941
35.657017,11,1064.863155
36.821816,11,1066.139362
14.94401,11,1067.409757
32.012459,11,1068.696507
12.382132,11,1069.944072
24.288645,11,1071.219486
18.86884,11,1072.597562
17.974142,11,1073.810117
28.989091,11,1075.005151
19.997591,11,1076.213213
57.882027,11,1077.40263
27.0112,11,1078.68008
30.964178,11,1079.960343
25.338834,11,1081.251393
23.703809,11,1082.464853
27.201953,11,1083.689959
22.863405,11,1084.916124
19.76908,11,1086.13975
62.053986,11,1087.388323
37.85776,11,1088.709494
24.620276,11,1089.944255
23.570219,11,1091.177459
15.682502,11,1092.262518
18.435814,11,1093.524322
118.668578,11,1094.783695
32.69043,11,1096.11528
32.252094,11,1097.420212
21.921041,11,1098.606678
36.250368,11,1099.815105
12.344505,11,1101.149488
28.708808,11,1102.389736
33.735033,11,1103.668873
37.597668,11,1104.832642
19.58079,11,1106.101095
12.849472,11,1107.313728
41.98934,11,1108.550607
32.542246,11,1109.832831
15.303061,11,1111.01129
42.046871,11,1112.185781
12.185855,11,1113.343994
35.474216,11,1114.642887
27.118335,11,1115.907373
15.330468,11,1116.937643
16.49235,11,1117.9872
14.818997,11,1119.195415
22.99543,11,1120.467909
25.593695,11,1121.773813
38.642693,11,1123.097246
38.785976,11,1124.437152
33.665427,11,1125.784329
13.554455,11,1127.045636
31.966519,11,1128.40072
29.198851,11,1129.839319
27.888587,11,1131.093758
32.293104,11,1132.371446
41.724705,11,1133.615895
21.56224,11,1134.808769
16.293894,11,1135.998966
26.95441,11,1137.317121
235.825983,11,1138.419002
33.31359,11,1139.598381
12.344169,11,1140.842506
17.191259,11,1141.982457
14.002958,11,1143.256739
10.649958,11,1144.44858
30.662073,11,1145.717982
131.36274,11,1146.874717
29.084869,11,1148.109836
32.725106,11,1149.351129
13.670778,11,1150.491295
11.770033,11,1151.577083
36.804587,11,1152.705258
21.783486,11,1153.746572
37.12456,11,1154.916425
29.915092,11,1156.076727
10.431216,11,1157.086047
23.893663,11,1158.275418
41.776532,11,1159.368144
15.045766,11,1160.450586
29.180005,11,1161.731298
126.873265,11,1162.792567
42.508431,11,1164.116904
11.881213,11,1165.248255
36.964458,11,1166.553037
41.772452,11,1167.92174
40.256086,11,1169.275483
42.339266,11,1170.515713
26.39204,11,1171.635192
13.280858,11,1172.842187
122.902968,11,1174.116474
37.300856,11,1175.340403
29.775912,11,1176.516137
228.664498,11,1177.671307
14.251614,11,1178.867301
22.236257,11,1180.130696
12.721335,11,1181.267639
130.410418,11,1182.521213
40.171499,11,1183.791491
25.25727,11,1185.069429
32.38375,11,1186.398959
11.329909,11,1187.520653
13.456477,11,1188.714395
13.99067,11,1189.912182
15.80212,11,1191.018141
12.388709,11,1192.038696
12.929901,11,1193.110886
14.14612,11,1194.258834
18.026143,11,1195.461154
10.316061,11,1196.674516
12.205522,11,1197.937832
12.274638,11,1199.002217
11.050882,11,1200.131324
11.582323,11,1201.329009
12.807034,11,1202.479871
13.108816,11,1203.677639
27.142715,11,1204.843541
11.960131,11,1206.026501
13.042496,11,1207.245511
13.830274,11,1208.478519
13.680195,11,1209.633245
14.503549,11,1210.772653
12.426024,11,1211.899037
14.975883,11,1213.075605
12.775244,11,1214.33588
13.556276,11,1215.531046
15.119877,11,1216.647023
26.687857,11,1217.800723
14.335771,11,1218.937289
13.468577,11,1219.939264
14.889483,11,1221.095251
11.189142,11,1222.224697
14.310858,11,1223.423477
14.947138,11,1224.658198
13.059671,11,1225.887547
12.620667,11,1227.079198
11.960892,11,1228.285022
23.750222,11,1229.500054
15.268777,11,1230.613458
17.519947,11,1231.871101
12.579611,11,1233.108007
26.086231,11,1234.265183
29.345171,11,1235.588541
16.175637,11,1236.513919
14.831606,11,1237.57539
21.837393,11,1238.735439
20.335644,11,1239.759849
12.92368,11,1241.03706
18.68795,11,1242.295475
18.153345,11,1243.582099
21.73308,11,1244.779738
15.732183,11,1245.977341
20.325106,11,1247.248971
16.232833,11,1248.466801
11.415742,11,1249.687147
23.145469,11,1250.958288
17.684471,11,1252.046428
12.762007,11,1253.103951
19.528119,11,1254.210476
11.78262,11,1255.405983
12.603067,11,1256.429717
12.6749,11,1257.515842
12.183496,11,1258.586112
12.801104,11,1259.782288
19.966462,11,1261.064743
20.738471,11,1262.288628
12.07926,11,1263.507085
17.359019,11,1264.817076
12.088565,11,1266.004601
11.831181,11,1267.178787
12.032337,11,1268.525755
11.368071,11,1269.723578
14.332776,11,1270.926818
12.610007,11,1272.038903
24.420329,11,1273.241918
12.265209,11,1274.457243
17.504992,11,1275.495291
15.961382,11,1276.663209
28.246987,11,1277.814608
14.218974,11,1278.97069
17.939646,11,1280.092438
16.649446,11,1281.287905
13.452096,11,1282.483908
13.687679,11,1283.683116
12.952864,11,1284.928336
14.49647,11,1286.17886
18.393725,11,1287.426096
13.87609,11,1288.649966
14.353482,11,1289.873211
14.674086,11,1290.959296
11.55444,11,1292.115778
16.635286,11,1293.330707
11.736722,11,1294.424439
22.035544,11,1295.709988
12.317342,11,1296.710093
13.3274,11,1297.726919
14.609973,11,1298.787124
12.298168,11,1299.89376
14.140221,11,1301.123589
13.278478,11,1302.381618
17.448888,11,1303.475693
12.135861,11,1304.76736
11.826649,11,1305.978054
13.96795,11,1307.227258
12.554236,11,1308.448962
15.747821,11,1309.6418
12.306314,11,1310.878601
12.07845,11,1312.135569
15.793707,11,1313.278704
16.643811,11,1314.358647
12.245891,11,1315.495862
11.09816,11,1316.540914
11.996357,11,1317.685032
19.297744,11,1318.784304
13.230881,11,1319.837404
12.912637,11,1321.038672
15.399871,11,1322.411922
22.36467,11,1323.71281
18.197237,11,1324.981075
12.416899,11,1326.24116
15.533415,11,1327.492596
25.566144,11,1328.783954
13.373363,11,1330.025442
18.122852,11,1331.282192
13.902507,11,1332.539146
11.196114,11,1333.784895
11.90162,11,1335.037088
16.503569,11,1336.252399
18.356672,11,1337.514632
11.308469,11,1338.624871
15.284425,11,1339.695286
11.401911,11,1340.936321
13.653763,11,1342.112469
18.213344,11,1343.376065
12.05381,11,1344.620159
23.07877,11,1345.876729
22.198312,11,1347.131566
12.451769,11,1348.383679
12.047366,11,1349.622604
12.106179,11,1350.866926
15.587773,11,1352.186412
13.3977,11,1353.431397
127.89013,11,1354.687001
14.257512,11,1355.743523
13.770395,11,1356.84735
15.78275,11,1357.938683
13.791772,11,1359.014817
16.242889,11,1360.168318
11.902495,11,1361.33405
17.020274,11,1362.49121
15.472646,11,1363.69663
14.16201,11,1364.9434
13.463704,11,1366.170623
15.750208,11,1367.301294
19.875356,11,1368.441046
12.39325,11,1369.649248
24.386078,11,1370.868175
13.582227,11,1372.007802
23.879519,11,1373.195123
18.837681,11,1374.312823
21.837737,11,1375.438962
12.29895,11,1376.596257
30.726969,11,1377.726941
12.259835,11,1378.832329
31.3154,11,1379.860054
12.141474,11,1381.08737
11.677088,11,1382.329993
14.179329,11,1383.611991
13.397199,11,1384.850565
19.87694,11,1386.124746
14.7029,11,1387.385923
13.534228,11,1388.588782
11.830646,11,1389.792428
16.803824,11,1390.980187
19.024475,11,1392.15857
14.473547,11,1393.320228
16.079943,11,1394.488771
20.452041,11,1395.39422
17.214296,11,1396.571622
13.35008,11,1397.570134
18.226927,11,1398.585603
21.255827,11,1399.766951
26.27658,11,1400.97975
20.435603,11,1402.192902
14.136185,11,1403.411592
14.025022,11,1404.605709
19.350817,11,1405.888115
24.740679,11,1407.125379
27.759285,11,1408.289639
18.318574,11,1409.568927
17.065718,11,1410.813738
21.241212,11,1412.034971
12.981095,11,1413.165635
11.939057,11,1414.125463
13.172125,11,1415.355016
13.900167,11,1416.305227
15.36079,11,1417.455764
23.020642,11,1418.552678
18.171022,11,1419.58264
17.107735,11,1420.7399
22.054167,11,1421.939919
18.306579,11,1423.132142
15.995471,11,1424.346117
17.459616,11,1425.468122
15.679003,11,1426.683252
15.608039,11,1427.944698
23.072287,11,1429.191967
13.84882,11,1430.440871
11.282855,11,1431.684255
14.03953,11,1433.084329
16.912856,11,1434.292275
20.813558,11,1435.401001
24.052526,11,1436.622382
12.895695,11,1437.769122
21.635665,11,1438.857249
13.590399,11,1439.921758
19.020766,11,1441.141705
13.778281,11,1442.293693
10.738715,11,1443.499318
13.269487,11,1444.698536
19.724822,11,1445.913521
16.299312,11,1447.016532
15.365258,11,1448.173055
15.71891,11,1449.409986
13.805745,11,1450.603453
15.004926,11,1451.865851
16.713693,11,1453.147143
15.449962,11,1454.424792
16.90595,11,1455.443998
16.857022,11,1456.468423
15.394922,11,1457.606548
20.770457,11,1458.69633
17.148835,11,1459.734818
15.318946,11,1461.041821
25.674366,11,1462.368494
12.752772,11,1463.557271
32.002658,11,1464.777809
25.614733,11,1465.982189
18.303975,11,1467.166993
12.161809,11,1468.359942
19.276094,11,1469.555016
17.635254,11,1470.73382
32.133606,11,1472.133481
29.606245,11,1473.35872
15.808849,11,1474.570561
27.219539,11,1475.839718
13.144211,11,1476.894032
30.385133,11,1477.962893
28.226726,11,1479.008982
14.818645,11,1480.112315
16.285764,11,1481.334932
24.760889,11,1482.591828
22.498833,11,1483.868572
22.861866,11,1485.153324
22.427234,11,1486.401986
14.388929,11,1487.676968
15.732927,11,1489.030565
18.711107,11,1490.319068
18.845618,11,1491.636313
15.452829,11,1493.010928
18.080968,11,1494.242992
28.766045,11,1495.51772
20.539687,11,1496.765626
14.467594,11,1497.809548
13.040051,11,1498.811687
21.250247,11,1499.972728
17.899346,11,1501.180368
25.94339,11,1502.505373
16.726916,11,1503.765158
30.46663,11,1505.029384
22.192956,11,1506.198589
27.073042,11,1507.411874
13.738528,11,1508.565505
20.11073,11,1509.80235
15.680678,11,1511.035159
21.836105,11,1512.157356
13.01012,11,1513.179616
16.61405,11,1514.265751
12.526601,11,1515.477491
12.094714,11,1516.661937
22.177173,11,1517.646478
32.933287,11,1518.705831
20.344725,11,1519.803917
27.090409,11,1521.038427
39.254087,11,1522.376459
13.083657,11,1523.630425
28.839892,11,1524.996551
15.328594,11,1526.244745
12.757122,11,1527.520269
20.739953,11,1528.797638
13.758543,11,1530.032617
11.363954,11,1531.277895
12.835424,11,1532.511737
28.098747,11,1533.654546
14.257459,11,1534.73874
10.304657,11,1535.945797
14.839258,11,1537.215398
32.303466,11,1538.460094
32.019128,11,1539.676638
22.361457,11,1540.743479
13.316286,11,1541.954833
54.041033,11,1543.133377
13.142285,11,1544.345588
15.149611,11,1545.616473
23.267778,11,1546.799429
31.377436,11,1548.066674
20.197728,11,1549.290258
17.621012,11,1550.468029
16.647346,11,1551.678221
15.934981,11,1552.887653
14.340913,11,1554.202288
12.43751,11,1555.321175
17.469909,11,1556.554481
15.662121,11,1557.756789
34.799328,11,1558.866918
28.273326,11,1560.078222
32.755347,11,1561.124424
19.025188,11,1562.384546
19.209807,11,1563.535168
27.430122,11,1564.746442
23.573666,11,1566.01277
20.242648,11,1567.307288
47.333981,11,1568.573973
19.300457,11,1569.727261
16.386323,11,1570.934334
19.043931,11,1572.157462
17.183503,11,1573.501374
24.881962,11,1574.667512
30.266738,11,1575.865423
26.920674,11,1577.032436
11.897309,11,1578.232288
32.109907,11,1579.357151
130.805103,11,1580.36956
27.798375,11,1581.661293
16.494964,11,1582.891248
25.637101,11,1584.054091
16.841593,11,1585.208325
23.456187,11,1586.432113
17.578394,11,1587.689005
10.704551,11,1588.919573
18.520648,11,1590.176892
16.558349,11,1591.417067
19.678455,11,1592.678642
23.280425,11,1594.002209
22.283963,11,1595.318178
19.395865,11,1596.515067
22.487751,11,1597.752944
21.306651,11,1598.941457
20.056394,11,1600.106829
14.248591,11,1601.375355
28.32849,11,1602.576677
15.04209,11,1603.801286
19.909794,11,1605.042402
124.659989,11,1606.268493
16.777157,11,1607.545587
15.788653,11,1608.859286
14.296608,11,1610.115264
34.28023,11,1611.464936
32.82305,11,1612.816553
38.825113,11,1614.186221
17.154997,11,1615.406142
11.208578,11,1616.643652
16.832495,11,1617.780385
35.28255,11,1618.913264
13.761024,11,1619.962504
19.715116,11,1621.206501
20.391671,11,1622.472794
16.456353,11,1623.737238
10.605467,11,1625.050881
11.216596,11,1626.294026
29.979549,11,1627.564638
18.945975,11,1628.864516
34.962192,11,1630.312825
19.185302,11,1631.641264
18.652479,11,1632.932836
31.454932,11,1634.220721
26.647686,11,1635.49016
30.315596,11,1636.774451
27.10179,11,1637.996621
14.012581,11,1639.229229
11.986046,11,1640.295116
24.84014,11,1641.556165
34.57951,11,1642.893253
27.872843,11,1644.14273
21.218537,11,1645.389661
19.661129,11,1646.593832
19.023004,11,1647.835803
26.172678,11,1649.130919
11.004421,11,1650.354428
24.081896,11,1651.492862
19.958114,11,1652.713258
35.434469,11,1653.900138
30.103025,11,1655.062468
34.971838,11,1656.287547
24.901159,11,1657.395804
27.014912,11,1658.641152
37.320826,11,1659.836078
27.974878,11,1661.101817
18.332165,11,1662.367546
14.158086,11,1663.645543
32.878912,11,1664.942407
23.867634,11,1666.202897
32.391401,11,1667.514689
32.427196,11,1668.811827
35.120835,11,1670.078066
24.185571,11,1671.318949
26.906927,11,1672.571925
26.932023,11,1673.853219
19.310288,11,1675.102468
20.309245,11,1676.223398
25.634725,11,1677.323396
29.820113,11,1678.502753
21.741249,11,1679.565596
